,label,feature,normalised_value,raw_value,dp,unit,color,plotting_id
82,PkC_ss,mfr,1.6042327655975503,109.86902566263356,21-06-11_DK278_probe1,63,blue,82
83,PkC_ss,mfr,0.8867346778020989,78.61707543132735,21-06-11_DK278_probe1,481,blue,83
84,PkC_ss,mfr,0.4256411981661233,58.533299986240145,21-06-11_DK278_probe1,489,blue,84
85,PkC_ss,mfr,0.04685160400394202,42.034421806277685,21-06-11_DK278_probe1,1185,blue,85
86,PkC_cs,mfr,-0.8848111745314355,1.4541341617359558,21-06-11_DK278_probe1,54,orange,86
87,PkC_cs,mfr,-0.8877133166494606,1.3277260185235238,21-06-11_DK278_probe1,64,orange,87
88,PkC_cs,mfr,-0.894970400222665,1.0116303821559585,21-06-11_DK278_probe1,240,orange,88
89,PkC_cs,mfr,-0.8986243314565429,0.852476679850453,21-06-11_DK278_probe1,1058,orange,89
90,MLI,mfr,-0.7129600211006529,8.93942755215192,19-12-13_YC007_probe1,996,red,90
91,MLI,mfr,0.13739582408173626,45.97824201672313,19-12-13_YC007_probe1,273,red,91
92,MLI,mfr,-0.5875161691915565,14.403365482261176,19-12-13_YC007_probe1,300,red,92
93,MLI,mfr,-0.7486008394091124,7.387026090844414,19-12-13_YC007_probe1,503,red,93
94,MLI,mfr,-0.2623172696362946,28.56800229042776,22-08-13_MO042,420,red,94
95,MLI,mfr,-0.5212216137075403,17.290946904197583,22-08-13_MO042,347,red,95
96,PkC_ss,mifr,1.3106908437035552,145.52620623323168,18-08-30_YC001_probe1,431,blue,0
97,PkC_ss,mifr,1.387919892974487,149.99925585311496,18-08-30_YC001_probe1,437,blue,1
98,PkC_ss,mifr,0.148221968690904,78.19686567305168,18-08-30_YC001_probe1,487,blue,2
99,PkC_ss,mifr,0.31948898852177293,88.11652524655568,18-08-30_YC001_probe1,492,blue,3
100,PkC_ss,mifr,0.09172281568308058,74.92447636784635,18-08-30_YC001_probe1,494,blue,4
101,PkC_ss,mifr,-0.2757131560630723,53.64285566596892,18-08-30_YC001_probe1,512,blue,5
102,PkC_ss,mifr,0.6269670629295188,105.92542872051939,18-08-30_YC001_probe1,668,blue,6
103,GoC,mifr,-1.066461711620808,7.8432820696111,20-03-06_DK186_probe1,617,green,7
