,label,feature,normalised_value,raw_value,dp,unit,color,plotting_id
349,MLI,entropy,0.5851137197382154,6.859706129196044,1652_220718a_g2_NoCarForReal_Loccar1_2,199,crimson,11025
350,MLI,entropy,0.5095072538068058,6.743136100510845,1652_220718a_g2_NoCarForReal_Loccar1_2,193,crimson,11026
351,MFB,entropy,-1.0354427489530855,4.361132604906355,1648_220406g0_KS2.0loccar1_2,199,indigo,11027
352,MFB,entropy,-0.8074227927781588,4.712693711547986,1648_220406g0_KS2.0loccar1_2,200,indigo,11028
353,MFB,entropy,-0.21982772290855973,5.618647631046361,1648_220406g0_KS2.0loccar1_2,204,indigo,11029
354,MFB,entropy,-0.8757148835436052,4.607400984511618,1648_220406g0_KS2.0loccar1_2,205,indigo,11030
355,MFB,entropy,-3.0690482691314505,1.2257201649619844,1648_220406g0_KS2.0loccar1_2,206,indigo,11031
356,MFB,entropy,-2.053694956008076,2.7911916279950586,1648_220406g0_KS2.0loccar1_2,208,indigo,11032
357,MLI,entropy,0.5512249484640603,6.807456430828735,NewDH12_211201_loccar1_2,637,crimson,11033
358,MLI,entropy,0.6225526648664819,6.917429484649596,NewDH12_211201_loccar1_2,766,crimson,11034
359,PkC_ss,entropy,0.5795110162929357,6.851067882542333,NewDH12_211201_loccar1_2,532,darkblue,11035
360,PkC_ss,entropy,0.3182429868925824,6.448244905611306,NewDH12_211201_loccar1_2,503,darkblue,11036
361,PkC_ss,entropy,0.700514972946635,7.037631750121342,NewDH12_211201_loccar1_2,488,darkblue,11037
362,PkC_ss,entropy,0.7390913043658189,7.0971087274500215,NewDH12_211201_loccar1_2,491,darkblue,11038
363,PkC_ss,entropy,0.6586478652712416,6.973081054852574,NewDH12_211201_loccar1_2,784,darkblue,11039
364,PkC_ss,entropy,0.7203870956522378,7.068270583523891,NewDH12_211201_loccar1_2,419,darkblue,11040
365,PkC_ss,entropy,0.48153607008586785,6.700010137029537,NewDH12_211201_loccar1_2,392,darkblue,11041
366,PkC_ss,entropy,0.7054225913683096,7.045198314874013,NewDH12_211201_loccar1_2,462,darkblue,11042
367,PkC_ss,entropy,0.43993981273032673,6.635877038710522,loccar10_20_KS2.0nocarReal_1651_220628,104,darkblue,11043
368,PkC_ss,entropy,0.5526603058958083,6.80966946452805,loccar10_20_KS2.0nocarReal_1651_220628,463,darkblue,11044
369,PkC_ss,entropy,0.6237959479261166,6.919346378134036,loccar10_20_KS2.0nocarReal_1651_220628,74,darkblue,11045
370,PkC_ss,entropy,0.19247605297674858,6.25433748098021,loccar10_20_KS2.0nocarReal_1651_220628,75,darkblue,11046
371,PkC_ss,entropy,0.6380436700656185,6.941313512267871,loccar10_20_KS2.0nocarReal_1651_220628,35,darkblue,11047
372,MLI,entropy,0.5835626650785193,6.85731471354203,1658_220731_g1_loccar1_2,107,crimson,11048
373,MLI,entropy,0.637590944289397,6.940615499788772,DH12_211201g2_2.0usual_1_1000,188,crimson,11049
374,MLI,entropy,0.709568932781838,7.051591142941815,DH12_211201g2_2.0usual_1_1000,96,crimson,11050
375,MLI,entropy,0.5044831351272802,6.735389915692188,DH12_211201g2_2.0usual_1_1000,88,crimson,11051
376,MLI,entropy,0.8764932126960207,7.308954952480343,DH12_211201g2_2.0usual_1_1000,69,crimson,11052
377,MLI,entropy,0.5338784551998053,6.780711612214461,1658_220801_g2_loccar1_2,197,crimson,11053
378,MFB,CV2_mean,1.9454974438713544,1.2269455181414426,1660_220816a_g1_loccar1_2,258,indigo,1100
379,MFB,CV2_mean,0.6612189281875156,0.8536769416045336,1660_220816a_g1_loccar1_2,261,indigo,1101
380,MFB,CV2_mean,1.3956073683541994,1.0671229537728648,1660_220816a_g1_loccar1_2,528,indigo,1102
381,MFB,CV2_mean,1.8236048682208332,1.1915181029446222,1660_220816a_g1_loccar1_2,189,indigo,1103
382,MFB,CV2_mean,0.768632628535774,0.8848961503197145,1660_220816a_g1_loccar1_2,545,indigo,1104
383,MFB,CV2_mean,1.7006271551825585,1.1557752984586973,1660_220816a_g1_loccar1_2,542,indigo,1105
384,MFB,CV2_mean,1.6347268814833755,1.1366217417677729,1660_220816a_g1_loccar1_2,543,indigo,1106
385,PkC_ss,CV2_mean,-1.683273474949885,0.1722629559826397,1660_220816a_g1_loccar1_2,82,darkblue,1107
386,PkC_ss,CV2_mean,-1.3734227169657744,0.2623193962011597,1660_220816a_g1_loccar1_2,84,darkblue,1108
387,PkC_cs,CV2_mean,0.4910392035573787,0.8042151287715824,1660_220816a_g1_loccar1_2,83,orangered,1109
388,PkC_cs,CV2_mean,0.45451404189654326,0.79359928887827,1660_220816a_g1_loccar1_2,474,orangered,11010
389,MFB,CV2_mean,1.1685707534245842,1.0011359945256244,1660_220817_g1_loccar1_2,196,indigo,11011
390,MFB,CV2_mean,0.9458184507742007,0.9363942473771452,1660_220817_g1_loccar1_2,619,indigo,11012
391,MFB,CV2_mean,0.16751762944664314,0.7101853400828001,1660_220817_g1_loccar1_2,617,indigo,11013
392,MFB,CV2_mean,-0.5398818752413153,0.5045835154527352,1660_220817_g1_loccar1_2,262,indigo,11014
393,MFB,CV2_mean,1.5917502963239027,1.124130830667892,1660_220817_g1_loccar1_2,603,indigo,11015
394,PkC_ss,CV2_mean,-1.2198504843841476,0.3069543316542502,1660_220817_g1_loccar1_2,143,darkblue,11016
395,PkC_ss,CV2_mean,-0.6455327694613496,0.4738766567661167,1660_220817_g1_loccar1_2,639,darkblue,11017
396,PkC_ss,CV2_mean,-1.3933994763322637,0.2565132595715367,1660_220817_g1_loccar1_2,63,darkblue,11018
397,PkC_cs,CV2_mean,0.5349890419394239,0.8169889106355249,1660_220817_g1_loccar1_2,116,orangered,11019
398,PkC_cs,CV2_mean,0.48209946585613384,0.8016168425543749,1660_220817_g1_loccar1_2,638,orangered,11020
399,PkC_cs,CV2_mean,0.6381755148051584,0.846979498638119,1660_220817_g1_loccar1_2,643,orangered,11021
400,MLI,CV2_mean,-0.3116092837388358,0.5709297045791271,1652_220718a_g2_NoCarForReal_Loccar1_2,231,crimson,11022
401,MLI,CV2_mean,-0.6165718770932116,0.4822939828659288,1652_220718a_g2_NoCarForReal_Loccar1_2,216,crimson,11023
402,MLI,CV2_mean,-0.43779852888781384,0.5342534857248815,1652_220718a_g2_NoCarForReal_Loccar1_2,204,crimson,11024
403,MLI,CV2_mean,-0.10259236453399194,0.6316793371167229,1652_220718a_g2_NoCarForReal_Loccar1_2,199,crimson,11025
404,MLI,CV2_mean,0.04062409447619857,0.6733044232164662,1652_220718a_g2_NoCarForReal_Loccar1_2,193,crimson,11026
405,MFB,CV2_mean,1.3243597533744926,1.046415221376544,1648_220406g0_KS2.0loccar1_2,199,indigo,11027
406,MFB,CV2_mean,1.700821970985115,1.1558319206137977,1648_220406g0_KS2.0loccar1_2,200,indigo,11028
407,MFB,CV2_mean,0.6313703689211367,0.8450016199410654,1648_220406g0_KS2.0loccar1_2,204,indigo,11029
408,MFB,CV2_mean,1.292588158311678,1.0371809798015466,1648_220406g0_KS2.0loccar1_2,205,indigo,11030
409,MFB,CV2_mean,0.6728341113483581,0.8570528315160413,1648_220406g0_KS2.0loccar1_2,206,indigo,11031
410,MFB,CV2_mean,1.4085121648036112,1.070873662783679,1648_220406g0_KS2.0loccar1_2,208,indigo,11032
411,MLI,CV2_mean,-0.541337636654598,0.5041604063032186,NewDH12_211201_loccar1_2,637,crimson,11033
412,MLI,CV2_mean,-0.4281561681831695,0.5370559855025575,NewDH12_211201_loccar1_2,766,crimson,11034
413,PkC_ss,CV2_mean,-0.603685855847782,0.486039234965661,NewDH12_211201_loccar1_2,532,darkblue,11035
414,PkC_ss,CV2_mean,-1.0473881999323242,0.3570795581043384,NewDH12_211201_loccar1_2,503,darkblue,11036
